Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2020-000143,2020-04-23,2020-04-27,Same Day,CUS-0144,Customer 119,Home Office,Atlanta,Georgia,East,PROD-0143,Technology,Copiers,Canon Copier,1685.77,3,0.5,306.74
CA-2023-000144,2023-03-30,2023-03-31,Second Class,CUS-0016,Customer 18,Home Office,New Orleans,Louisiana,South,PROD-0144,Office Supplies,Art,Markers,87.62,1,0.0,14.95
CA-2022-000145,2022-02-05,2022-02-09,Same Day,CUS-0175,Customer 170,Home Office,Jackson,Mississippi,South,PROD-0145,Technology,Phones,OnePlus,8473.52,8,0.4,744.17
CA-2022-000146,2022-12-19,2022-12-21,Same Day,CUS-0119,Customer 173,Home Office,Houston,Texas,Central,PROD-0146,Office Supplies,Storage,Drawer Organizer,671.16,4,0.0,261.25
CA-2020-000147,2020-11-13,2020-11-16,First Class,CUS-0170,Customer 108,Corporate,Jackson,Mississippi,South,PROD-0147,Office Supplies,Paper,Notepad,751.18,4,0.0,-63.02
CA-2022-000148,2022-07-03,2022-07-08,Standard Class,CUS-0060,Customer 139,Home Office,New York City,New York,East,PROD-0148,Office Supplies,Labels,Address Labels,52.72,1,0.0,5.33
CA-2021-000149,2021-04-30,2021-05-03,First Class,CUS-0071,Customer 16,Home Office,Springfield,Illinois,Central,PROD-0149,Furniture,Chairs,Executive Chair,3995.93,3,0.1,426.69
CA-2022-000150,2022-12-10,2022-12-13,Same Day,CUS-0194,Customer 138,Corporate,Nashville,Tennessee,South,PROD-0150,Office Supplies,Paper,Legal Paper,473.82,7,0.2,41.81
CA-2022-000151,2022-05-03,2022-05-08,Same Day,CUS-0085,Customer 166,Consumer,Springfield,Illinois,Central,PROD-0151,Technology,Accessories,Keyboard,3575.07,9,0.1,98.31
CA-2023-000152,2023-10-11,2023-10-16,Same Day,CUS-0195,Customer 151,Corporate,Seattle,Washington,West,PROD-0152,Furniture,Furnishings,Rug,1553.67,10,0.0,-9.2
CA-2021-000153,2021-03-09,2021-03-11,Standard Class,CUS-0179,Customer 155,Corporate,Biloxi,Mississippi,South,PROD-0153,Office Supplies,Fasteners,Paper Clips,150.64,2,0.5,53.81
CA-2022-000154,2022-12-28,2023-01-03,Same Day,CUS-0128,Customer 120,Corporate,Orlando,Florida,East,PROD-0154,Office Supplies,Storage,Filing Cabinet,273.6,6,0.3,42.79
CA-2023-000155,2023-02-26,2023-03-05,Standard Class,CUS-0150,Customer 149,Corporate,Orlando,Florida,East,PROD-0155,Furniture,Furnishings,Rug,4551.01,4,0.0,138.29
CA-2023-000156,2023-03-12,2023-03-19,Same Day,CUS-0126,Customer 186,Consumer,Pittsburgh,Pennsylvania,East,PROD-0156,Office Supplies,Binders,Presentation Binder,286.62,4,0.3,8.22
CA-2023-000157,2023-01-24,2023-01-28,Second Class,CUS-0020,Customer 172,Consumer,Biloxi,Mississippi,South,PROD-0157,Office Supplies,Fasteners,Rubber Bands,551.39,3,0.0,89.31
CA-2020-000158,2020-01-19,2020-01-21,Second Class,CUS-0171,Customer 158,Home Office,Philadelphia,Pennsylvania,East,PROD-0158,Furniture,Chairs,Visitor Chair,6645.72,9,0.0,1388.41
CA-2023-000159,2023-01-02,2023-01-05,First Class,CUS-0046,Customer 28,Consumer,Las Vegas,Nevada,West,PROD-0159,Technology,Copiers,Canon Copier,662.39,1,0.4,200.76
CA-2020-000160,2020-06-10,2020-06-13,Same Day,CUS-0058,Customer 77,Corporate,Orlando,Florida,East,PROD-0160,Furniture,Tables,Dining Table,4678.36,7,0.1,1848.5
CA-2023-000161,2023-02-05,2023-02-09,Same Day,CUS-0112,Customer 166,Corporate,San Francisco,California,West,PROD-0161,Office Supplies,Labels,File Labels,129.17,1,0.0,-7.58
CA-2020-000162,2020-06-01,2020-06-07,Standard Class,CUS-0081,Customer 5,Corporate,Pittsburgh,Pennsylvania,East,PROD-0162,Technology,Phones,Samsung Galaxy,9093.8,5,0.0,-93.87
CA-2023-000163,2023-03-06,2023-03-13,Second Class,CUS-0190,Customer 36,Home Office,Portland,Oregon,West,PROD-0163,Furniture,Tables,Side Table,5134.46,7,0.3,471.98
CA-2020-000164,2020-06-04,2020-06-07,Second Class,CUS-0084,Customer 8,Corporate,Houston,Texas,Central,PROD-0164,Office Supplies,Fasteners,Stapler,929.74,10,0.4,357.45
CA-2022-000165,2022-06-03,2022-06-05,Same Day,CUS-0076,Customer 64,Home Office,Biloxi,Mississippi,South,PROD-0165,Office Supplies,Art,Sketch Pad,1338.31,10,0.0,382.87
CA-2022-000166,2022-03-08,2022-03-11,Second Class,CUS-0114,Customer 93,Home Office,Springfield,Illinois,Central,PROD-0166,Office Supplies,Labels,Address Labels,154.66,6,0.0,57.45
CA-2020-000167,2020-07-30,2020-07-31,Same Day,CUS-0084,Customer 99,Corporate,Spokane,Washington,West,PROD-0167,Technology,Phones,iPhone 14,1674.09,2,0.0,332.24
CA-2023-000168,2023-11-04,2023-11-08,Second Class,CUS-0038,Customer 17,Home Office,Birmingham,Alabama,South,PROD-0168,Furniture,Bookcases,3-Shelf Bookcase,706.5,3,0.2,24.16
CA-2021-000169,2021-05-30,2021-06-01,First Class,CUS-0035,Customer 78,Consumer,Baton Rouge,Louisiana,South,PROD-0169,Furniture,Furnishings,Rug,6705.57,8,0.1,864.55
CA-2023-000170,2023-08-26,2023-08-31,Same Day,CUS-0046,Customer 102,Corporate,Baton Rouge,Louisiana,South,PROD-0170,Furniture,Furnishings,Rug,1405.65,3,0.1,196.1
CA-2022-000171,2022-01-17,2022-01-18,Same Day,CUS-0141,Customer 7,Corporate,Orlando,Florida,East,PROD-0171,Technology,Machines,MacBook,5596.4,10,0.0,1347.93
CA-2022-000172,2022-04-17,2022-04-23,Standard Class,CUS-0169,Customer 40,Home Office,Savannah,Georgia,East,PROD-0172,Office Supplies,Binders,Report Cover,205.7,8,0.2,4.32
CA-2022-000173,2022-12-30,2023-01-04,Same Day,CUS-0138,Customer 153,Home Office,Reno,Nevada,West,PROD-0173,Office Supplies,Binders,Presentation Binder,543.95,7,0.3,136.43
CA-2023-000174,2023-02-27,2023-03-05,Standard Class,CUS-0111,Customer 28,Home Office,Miami,Florida,East,PROD-0174,Office Supplies,Labels,Address Labels,948.29,7,0.3,363.06
CA-2022-000175,2022-08-06,2022-08-13,Same Day,CUS-0007,Customer 124,Corporate,Pittsburgh,Pennsylvania,East,PROD-0175,Furniture,Chairs,Gaming Chair,10666.12,10,0.0,773.12
CA-2021-000176,2021-09-30,2021-10-03,First Class,CUS-0025,Customer 113,Consumer,San Diego,California,West,PROD-0176,Furniture,Bookcases,3-Shelf Bookcase,4791.91,8,0.5,355.32
CA-2020-000177,2020-02-16,2020-02-23,Standard Class,CUS-0190,Customer 63,Consumer,Dallas,Texas,Central,PROD-0177,Office Supplies,Fasteners,Rubber Bands,788.12,6,0.0,287.63
CA-2021-000178,2021-04-19,2021-04-26,Same Day,CUS-0111,Customer 102,Corporate,Tampa,Florida,East,PROD-0178,Office Supplies,Storage,Drawer Organizer,894.62,7,0.0,197.03
CA-2021-000179,2021-02-25,2021-02-28,Second Class,CUS-0051,Customer 118,Home Office,Nashville,Tennessee,South,PROD-0179,Furniture,Tables,Side Table,1816.57,2,0.0,150.59
CA-2023-000180,2023-04-17,2023-04-18,Same Day,CUS-0173,Customer 181,Home Office,Baton Rouge,Louisiana,South,PROD-0180,Furniture,Bookcases,Corner Bookcase,1778.34,6,0.5,371.11
CA-2021-000181,2021-01-09,2021-01-12,Standard Class,CUS-0148,Customer 99,Corporate,Houston,Texas,Central,PROD-0181,Technology,Phones,iPhone 14,2015.07,3,0.4,399.41
CA-2021-000182,2021-01-18,2021-01-21,Second Class,CUS-0125,Customer 35,Corporate,Pittsburgh,Pennsylvania,East,PROD-0182,Technology,Accessories,Webcam,7363.65,8,0.3,2768.15
CA-2022-000183,2022-09-27,2022-09-29,Same Day,CUS-0071,Customer 58,Home Office,Memphis,Tennessee,South,PROD-0183,Furniture,Furnishings,Clock,1604.8,2,0.1,73.89
CA-2021-000184,2021-07-02,2021-07-09,Standard Class,CUS-0194,Customer 11,Home Office,Nashville,Tennessee,South,PROD-0184,Office Supplies,Art,Pencils,1042.9,9,0.3,178.36
CA-2021-000185,2021-09-01,2021-09-08,Second Class,CUS-0023,Customer 113,Home Office,Atlanta,Georgia,East,PROD-0185,Office Supplies,Binders,Report Cover,64.89,1,0.3,21.49
CA-2021-000186,2021-02-27,2021-03-06,Second Class,CUS-0153,Customer 138,Home Office,Detroit,Michigan,Central,PROD-0186,Furniture,Tables,Dining Table,3437.33,4,0.3,571.08
CA-2020-000187,2020-10-04,2020-10-11,Standard Class,CUS-0033,Customer 180,Home Office,Cleveland,Ohio,Central,PROD-0187,Furniture,Bookcases,Corner Bookcase,7763.15,7,0.2,2589.2
CA-2023-000188,2023-03-28,2023-04-03,Second Class,CUS-0163,Customer 197,Corporate,Springfield,Illinois,Central,PROD-0188,Furniture,Tables,Dining Table,2936.81,5,0.4,370.03
CA-2020-000189,2020-07-09,2020-07-15,Standard Class,CUS-0137,Customer 102,Corporate,Grand Rapids,Michigan,Central,PROD-0189,Furniture,Furnishings,Rug,5537.15,8,0.3,1799.87
CA-2023-000190,2023-01-25,2023-01-30,First Class,CUS-0175,Customer 196,Corporate,Baton Rouge,Louisiana,South,PROD-0190,Furniture,Furnishings,Curtains,1338.9,3,0.5,393.84
CA-2022-000191,2022-07-23,2022-07-24,Same Day,CUS-0078,Customer 41,Consumer,Birmingham,Alabama,South,PROD-0191,Furniture,Chairs,Office Chair Pro,2682.72,7,0.0,915.01
CA-2020-000192,2020-04-16,2020-04-20,Second Class,CUS-0024,Customer 181,Home Office,Dallas,Texas,Central,PROD-0192,Technology,Phones,OnePlus,6780.51,5,0.1,777.15
CA-2022-000193,2022-11-29,2022-12-05,Second Class,CUS-0109,Customer 178,Home Office,Birmingham,Alabama,South,PROD-0193,Furniture,Chairs,Executive Chair,632.81,8,0.3,195.26
CA-2020-000194,2020-07-30,2020-08-02,Standard Class,CUS-0193,Customer 35,Home Office,Atlanta,Georgia,East,PROD-0194,Furniture,Furnishings,Lamp,8000.31,6,0.0,730.91
CA-2022-000195,2022-06-20,2022-06-23,Second Class,CUS-0158,Customer 176,Home Office,San Diego,California,West,PROD-0195,Office Supplies,Fasteners,Paper Clips,509.9,4,0.0,183.54
CA-2021-000196,2021-12-20,2021-12-24,Same Day,CUS-0022,Customer 64,Home Office,Seattle,Washington,West,PROD-0196,Technology,Accessories,Mouse,8769.27,6,0.1,337.48
CA-2022-000197,2022-03-13,2022-03-16,Second Class,CUS-0029,Customer 62,Home Office,Portland,Oregon,West,PROD-0197,Office Supplies,Paper,Graph Paper,142.06,1,0.1,20.95
CA-2022-000198,2022-01-18,2022-01-23,Same Day,CUS-0018,Customer 4,Corporate,Columbus,Ohio,Central,PROD-0198,Technology,Phones,Samsung Galaxy,4718.72,3,0.0,-432.5
CA-2022-000199,2022-05-17,2022-05-23,Same Day,CUS-0080,Customer 21,Home Office,Reno,Nevada,West,PROD-0199,Technology,Accessories,Mouse,2438.59,7,0.0,94.46
CA-2021-000200,2021-05-03,2021-05-04,Same Day,CUS-0157,Customer 156,Corporate,Detroit,Michigan,Central,PROD-0200,Office Supplies,Storage,Storage Box,52.35,4,0.4,-2.2
CA-2023-000201,2023-12-07,2023-12-08,Second Class,CUS-0185,Customer 67,Home Office,New York City,New York,East,PROD-0201,Furniture,Bookcases,Corner Bookcase,1669.45,3,0.3,269.62
CA-2021-000202,2021-07-11,2021-07-16,Same Day,CUS-0131,Customer 93,Corporate,Houston,Texas,Central,PROD-0202,Furniture,Bookcases,5-Shelf Bookcase,936.26,2,0.0,138.64
CA-2021-000203,2021-04-12,2021-04-18,Standard Class,CUS-0121,Customer 94,Consumer,Springfield,Illinois,Central,PROD-0203,Furniture,Furnishings,Curtains,932.36,9,0.0,20.77
CA-2022-000204,2022-05-02,2022-05-08,Second Class,CUS-0031,Customer 129,Corporate,Las Vegas,Nevada,West,PROD-0204,Technology,Accessories,Keyboard,4129.59,6,0.0,767.15
CA-2021-000205,2021-08-01,2021-08-08,Same Day,CUS-0052,Customer 75,Consumer,Buffalo,New York,East,PROD-0205,Office Supplies,Labels,Address Labels,172.06,5,0.5,-16.52
CA-2020-000206,2020-11-04,2020-11-05,Second Class,CUS-0178,Customer 3,Consumer,Baton Rouge,Louisiana,South,PROD-0206,Office Supplies,Art,Pencils,47.35,7,0.3,10.32
CA-2022-000207,2022-05-09,2022-05-13,Second Class,CUS-0024,Customer 12,Home Office,Houston,Texas,Central,PROD-0207,Technology,Phones,Motorola,1950.61,1,0.0,499.02
CA-2023-000208,2023-07-29,2023-08-05,Second Class,CUS-0034,Customer 61,Home Office,Birmingham,Alabama,South,PROD-0208,Furniture,Furnishings,Rug,1433.34,7,0.0,168.41
CA-2021-000209,2021-04-23,2021-04-24,First Class,CUS-0043,Customer 116,Corporate,Baton Rouge,Louisiana,South,PROD-0209,Technology,Machines,Lenovo ThinkPad,1780.01,4,0.0,-39.68
CA-2022-000210,2022-08-06,2022-08-09,First Class,CUS-0179,Customer 155,Corporate,Portland,Oregon,West,PROD-0210,Technology,Machines,MacBook,580.41,2,0.2,181.78
CA-2022-000211,2022-03-22,2022-03-27,First Class,CUS-0045,Customer 8,Consumer,Albany,New York,East,PROD-0211,Furniture,Tables,Study Desk,838.45,1,0.2,259.96
CA-2020-000212,2020-09-05,2020-09-06,Second Class,CUS-0103,Customer 96,Consumer,Buffalo,New York,East,PROD-0212,Technology,Copiers,Xerox Machine,1525.2,1,0.1,-52.84
CA-2023-000213,2023-08-15,2023-08-19,Second Class,CUS-0119,Customer 13,Consumer,Houston,Texas,Central,PROD-0213,Office Supplies,Fasteners,Stapler,48.17,3,0.3,-1.87
CA-2020-000214,2020-12-19,2020-12-22,Same Day,CUS-0039,Customer 9,Home Office,Montgomery,Alabama,South,PROD-0214,Furniture,Furnishings,Clock,4389.2,4,0.2,175.25
CA-2020-000215,2020-05-04,2020-05-05,Same Day,CUS-0135,Customer 64,Home Office,Grand Rapids,Michigan,Central,PROD-0215,Office Supplies,Paper,Legal Paper,239.06,5,0.4,-0.06
CA-2021-000216,2021-12-05,2021-12-10,Same Day,CUS-0082,Customer 153,Home Office,Baton Rouge,Louisiana,South,PROD-0216,Office Supplies,Paper,A4 Paper,487.53,9,0.2,-4.92
CA-2020-000217,2020-11-22,2020-11-23,Second Class,CUS-0189,Customer 15,Home Office,Reno,Nevada,West,PROD-0217,Furniture,Chairs,Gaming Chair,3262.75,4,0.2,544.37
CA-2023-000218,2023-11-29,2023-12-02,First Class,CUS-0145,Customer 37,Home Office,Philadelphia,Pennsylvania,East,PROD-0218,Furniture,Furnishings,Rug,976.42,10,0.3,364.97
CA-2020-000219,2020-04-25,2020-04-27,Standard Class,CUS-0158,Customer 52,Consumer,Springfield,Illinois,Central,PROD-0219,Office Supplies,Storage,Filing Cabinet,238.34,10,0.5,-23.75
CA-2023-000220,2023-04-16,2023-04-22,Second Class,CUS-0096,Customer 181,Consumer,Miami,Florida,East,PROD-0220,Furniture,Bookcases,Corner Bookcase,2486.64,3,0.3,945.62
CA-2020-000221,2020-11-18,2020-11-24,Second Class,CUS-0045,Customer 182,Corporate,Eugene,Oregon,West,PROD-0221,Office Supplies,Binders,Report Cover,557.93,7,0.5,125.31
CA-2020-000222,2020-09-17,2020-09-19,First Class,CUS-0198,Customer 146,Corporate,Pittsburgh,Pennsylvania,East,PROD-0222,Office Supplies,Fasteners,Binder Clips,114.01,1,0.4,37.1
CA-2020-000223,2020-06-08,2020-06-10,First Class,CUS-0023,Customer 182,Consumer,Buffalo,New York,East,PROD-0223,Furniture,Tables,Study Desk,8851.99,6,0.0,1930.56
CA-2023-000224,2023-11-20,2023-11-21,Second Class,CUS-0013,Customer 99,Consumer,Montgomery,Alabama,South,PROD-0224,Office Supplies,Fasteners,Binder Clips,330.29,6,0.0,85.94
CA-2020-000225,2020-07-26,2020-08-02,Same Day,CUS-0019,Customer 9,Corporate,Memphis,Tennessee,South,PROD-0225,Technology,Copiers,Canon Copier,11661.94,8,0.1,-217.75
CA-2022-000226,2022-02-07,2022-02-09,Second Class,CUS-0158,Customer 124,Corporate,Houston,Texas,Central,PROD-0226,Technology,Phones,OnePlus,2369.37,2,0.0,163.43
CA-2021-000227,2021-11-09,2021-11-11,Standard Class,CUS-0077,Customer 61,Consumer,Atlanta,Georgia,East,PROD-0227,Office Supplies,Labels,Shipping Labels,271.39,4,0.2,62.5
CA-2022-000228,2022-05-25,2022-05-26,Standard Class,CUS-0007,Customer 53,Corporate,Jackson,Mississippi,South,PROD-0228,Furniture,Chairs,Visitor Chair,3133.64,5,0.5,-0.51
CA-2022-000229,2022-09-28,2022-10-04,Same Day,CUS-0098,Customer 95,Corporate,Montgomery,Alabama,South,PROD-0229,Furniture,Bookcases,5-Shelf Bookcase,682.77,5,0.4,-5.16
CA-2021-000230,2021-07-04,2021-07-09,Second Class,CUS-0089,Customer 139,Corporate,Grand Rapids,Michigan,Central,PROD-0230,Furniture,Furnishings,Lamp,311.58,1,0.0,-17.81
CA-2022-000231,2022-09-02,2022-09-05,Second Class,CUS-0133,Customer 147,Home Office,Memphis,Tennessee,South,PROD-0231,Technology,Accessories,Mouse,1821.3,2,0.0,275.11
CA-2021-000232,2021-01-29,2021-01-31,Second Class,CUS-0161,Customer 38,Consumer,Las Vegas,Nevada,West,PROD-0232,Office Supplies,Paper,Legal Paper,52.53,1,0.4,0.05
CA-2023-000233,2023-02-04,2023-02-07,Same Day,CUS-0160,Customer 151,Home Office,San Francisco,California,West,PROD-0233,Office Supplies,Art,Paint Set,531.7,5,0.0,155.93
CA-2020-000234,2020-08-04,2020-08-09,Standard Class,CUS-0068,Customer 99,Home Office,Jackson,Mississippi,South,PROD-0234,Office Supplies,Binders,3-Ring Binder,221.51,2,0.3,75.08
CA-2020-000235,2020-10-21,2020-10-26,Same Day,CUS-0085,Customer 177,Corporate,Birmingham,Alabama,South,PROD-0235,Office Supplies,Binders,Report Cover,826.55,10,0.4,-66.63
CA-2021-000236,2021-09-28,2021-10-01,First Class,CUS-0059,Customer 35,Corporate,Columbus,Ohio,Central,PROD-0236,Furniture,Chairs,Visitor Chair,10412.23,8,0.0,4021.71
CA-2021-000237,2021-03-08,2021-03-15,Same Day,CUS-0132,Customer 41,Consumer,Detroit,Michigan,Central,PROD-0237,Technology,Copiers,HP Printer,7515.13,7,0.3,2333.51
CA-2021-000238,2021-02-15,2021-02-22,Second Class,CUS-0093,Customer 181,Consumer,Jackson,Mississippi,South,PROD-0238,Furniture,Bookcases,Corner Bookcase,224.64,1,0.5,-16.79
CA-2021-000239,2021-05-10,2021-05-13,Standard Class,CUS-0122,Customer 151,Home Office,Nashville,Tennessee,South,PROD-0239,Furniture,Bookcases,3-Shelf Bookcase,7453.29,8,0.0,2834.19
CA-2021-000240,2021-08-06,2021-08-07,Standard Class,CUS-0166,Customer 58,Home Office,Tampa,Florida,East,PROD-0240,Office Supplies,Art,Paint Set,92.5,7,0.1,30.39
CA-2023-000241,2023-08-18,2023-08-20,Second Class,CUS-0079,Customer 183,Corporate,Birmingham,Alabama,South,PROD-0241,Office Supplies,Storage,Filing Cabinet,1450.52,10,0.1,38.0
CA-2021-000242,2021-03-22,2021-03-26,First Class,CUS-0002,Customer 131,Corporate,Memphis,Tennessee,South,PROD-0242,Office Supplies,Fasteners,Binder Clips,411.16,5,0.4,79.04
CA-2021-000243,2021-07-20,2021-07-26,First Class,CUS-0167,Customer 77,Consumer,Dallas,Texas,Central,PROD-0243,Office Supplies,Art,Paint Set,830.36,6,0.2,189.37
CA-2020-000244,2020-02-22,2020-02-28,Second Class,CUS-0104,Customer 100,Home Office,Reno,Nevada,West,PROD-0244,Furniture,Tables,Dining Table,9577.32,8,0.2,3385.16
CA-2023-000245,2023-11-06,2023-11-11,Second Class,CUS-0044,Customer 169,Home Office,Tampa,Florida,East,PROD-0245,Office Supplies,Labels,File Labels,1017.93,8,0.3,156.41
CA-2023-000246,2023-02-18,2023-02-25,First Class,CUS-0057,Customer 91,Home Office,Las Vegas,Nevada,West,PROD-0246,Office Supplies,Storage,Filing Cabinet,398.27,3,0.3,90.49
CA-2022-000247,2022-08-07,2022-08-14,First Class,CUS-0050,Customer 129,Home Office,Cleveland,Ohio,Central,PROD-0247,Furniture,Bookcases,3-Shelf Bookcase,1517.5,2,0.0,206.55
CA-2021-000248,2021-12-02,2021-12-06,Second Class,CUS-0184,Customer 47,Consumer,Birmingham,Alabama,South,PROD-0248,Furniture,Furnishings,Rug,6749.92,10,0.5,-191.62
CA-2022-000249,2022-07-14,2022-07-17,Standard Class,CUS-0041,Customer 126,Consumer,Tampa,Florida,East,PROD-0249,Furniture,Furnishings,Rug,4662.68,4,0.0,877.23
CA-2020-000250,2020-01-10,2020-01-11,Same Day,CUS-0083,Customer 194,Corporate,Memphis,Tennessee,South,PROD-0250,Furniture,Tables,Side Table,2388.83,9,0.3,895.89
CA-2021-000251,2021-10-01,2021-10-03,First Class,CUS-0012,Customer 77,Home Office,Seattle,Washington,West,PROD-0251,Office Supplies,Storage,Storage Box,127.67,2,0.2,-2.11
CA-2022-000252,2022-01-05,2022-01-12,Same Day,CUS-0058,Customer 187,Corporate,Detroit,Michigan,Central,PROD-0252,Technology,Copiers,Xerox Machine,1192.3,4,0.4,-107.83
CA-2022-000253,2022-02-07,2022-02-13,Standard Class,CUS-0013,Customer 170,Home Office,Buffalo,New York,East,PROD-0253,Furniture,Tables,Conference Table,5898.75,5,0.0,1161.83
CA-2023-000254,2023-01-25,2023-01-28,Standard Class,CUS-0162,Customer 3,Corporate,Reno,Nevada,West,PROD-0254,Furniture,Chairs,Office Chair Pro,7794.83,8,0.1,1929.97
CA-2022-000255,2022-11-13,2022-11-19,Standard Class,CUS-0128,Customer 51,Corporate,Portland,Oregon,West,PROD-0255,Technology,Copiers,Xerox Machine,4119.22,10,0.0,1204.38
CA-2020-000256,2020-11-24,2020-11-25,First Class,CUS-0124,Customer 85,Corporate,Tampa,Florida,East,PROD-0256,Office Supplies,Storage,Filing Cabinet,824.49,9,0.1,201.26
CA-2020-000257,2020-11-01,2020-11-02,Same Day,CUS-0165,Customer 60,Home Office,San Diego,California,West,PROD-0257,Furniture,Chairs,Office Chair Pro,1845.61,9,0.0,650.37
CA-2021-000258,2021-08-18,2021-08-21,Standard Class,CUS-0195,Customer 12,Consumer,Birmingham,Alabama,South,PROD-0258,Technology,Machines,Lenovo ThinkPad,5800.75,6,0.0,-304.54
CA-2020-000259,2020-07-09,2020-07-12,First Class,CUS-0117,Customer 70,Home Office,Cleveland,Ohio,Central,PROD-0259,Furniture,Tables,Dining Table,1281.66,6,0.4,128.33
CA-2020-000260,2020-11-22,2020-11-23,Standard Class,CUS-0174,Customer 113,Home Office,New York City,New York,East,PROD-0260,Technology,Copiers,HP Printer,6440.73,7,0.5,1939.51
CA-2022-000261,2022-04-22,2022-04-26,Standard Class,CUS-0174,Customer 135,Corporate,Spokane,Washington,West,PROD-0261,Furniture,Furnishings,Rug,132.07,1,0.3,-12.39
CA-2022-000262,2022-09-13,2022-09-16,Second Class,CUS-0041,Customer 130,Home Office,Dallas,Texas,Central,PROD-0262,Office Supplies,Paper,Legal Paper,237.91,7,0.0,-22.41
CA-2021-000263,2021-07-23,2021-07-24,First Class,CUS-0061,Customer 21,Consumer,Reno,Nevada,West,PROD-0263,Technology,Copiers,Canon Copier,3244.71,9,0.4,329.79
CA-2020-000264,2020-08-31,2020-09-04,First Class,CUS-0141,Customer 1,Corporate,Montgomery,Alabama,South,PROD-0264,Technology,Copiers,Xerox Machine,230.85,1,0.4,-18.95
CA-2021-000265,2021-04-01,2021-04-08,Standard Class,CUS-0094,Customer 184,Corporate,Savannah,Georgia,East,PROD-0265,Furniture,Bookcases,Corner Bookcase,2259.05,8,0.5,583.58
CA-2023-000266,2023-01-26,2023-01-31,First Class,CUS-0127,Customer 36,Corporate,Buffalo,New York,East,PROD-0266,Technology,Phones,Samsung Galaxy,8782.64,6,0.0,3060.21
CA-2022-000267,2022-03-15,2022-03-17,Standard Class,CUS-0028,Customer 194,Consumer,Portland,Oregon,West,PROD-0267,Office Supplies,Fasteners,Rubber Bands,1193.67,8,0.1,308.44
CA-2022-000268,2022-12-22,2022-12-28,Standard Class,CUS-0124,Customer 131,Corporate,Nashville,Tennessee,South,PROD-0268,Technology,Phones,Samsung Galaxy,717.48,1,0.4,229.17
CA-2022-000269,2022-05-07,2022-05-12,Same Day,CUS-0116,Customer 35,Home Office,Reno,Nevada,West,PROD-0269,Furniture,Tables,Dining Table,1352.5,4,0.3,521.04
CA-2023-000270,2023-11-07,2023-11-10,First Class,CUS-0178,Customer 164,Consumer,Chicago,Illinois,Central,PROD-0270,Furniture,Furnishings,Rug,4421.61,3,0.0,671.85
CA-2022-000271,2022-12-06,2022-12-07,Standard Class,CUS-0052,Customer 69,Corporate,Memphis,Tennessee,South,PROD-0271,Technology,Phones,OnePlus,885.57,1,0.0,208.22
CA-2021-000272,2021-02-21,2021-02-28,First Class,CUS-0173,Customer 190,Home Office,Chicago,Illinois,Central,PROD-0272,Furniture,Bookcases,Corner Bookcase,653.53,9,0.5,-31.87
CA-2022-000273,2022-02-20,2022-02-24,Standard Class,CUS-0014,Customer 4,Home Office,Biloxi,Mississippi,South,PROD-0273,Office Supplies,Storage,Drawer Organizer,938.63,7,0.3,359.42
CA-2021-000274,2021-01-31,2021-02-03,Second Class,CUS-0045,Customer 189,Home Office,Biloxi,Mississippi,South,PROD-0274,Office Supplies,Art,Pencils,316.78,8,0.0,-2.06
CA-2020-000275,2020-09-23,2020-09-25,First Class,CUS-0182,Customer 40,Home Office,Reno,Nevada,West,PROD-0275,Office Supplies,Labels,Shipping Labels,1699.73,10,0.0,110.96
CA-2020-000276,2020-05-29,2020-06-05,First Class,CUS-0130,Customer 41,Home Office,Eugene,Oregon,West,PROD-0276,Furniture,Tables,Study Desk,5013.32,6,0.0,803.65
CA-2021-000277,2021-11-09,2021-11-12,First Class,CUS-0193,Customer 167,Home Office,Chicago,Illinois,Central,PROD-0277,Technology,Copiers,Canon Copier,1483.0,5,0.5,590.7
CA-2022-000278,2022-02-20,2022-02-27,First Class,CUS-0133,Customer 198,Consumer,Jackson,Mississippi,South,PROD-0278,Furniture,Chairs,Gaming Chair,1024.36,2,0.2,-89.78
CA-2020-000279,2020-07-15,2020-07-17,Standard Class,CUS-0162,Customer 199,Corporate,Portland,Oregon,West,PROD-0279,Technology,Copiers,HP Printer,10437.93,9,0.0,56.27
CA-2020-000280,2020-02-18,2020-02-22,Second Class,CUS-0065,Customer 143,Home Office,Atlanta,Georgia,East,PROD-0280,Furniture,Furnishings,Lamp,918.25,6,0.0,-66.91
CA-2022-000281,2022-06-05,2022-06-08,Same Day,CUS-0165,Customer 185,Home Office,Memphis,Tennessee,South,PROD-0281,Furniture,Tables,Study Desk,645.3,1,0.0,108.03
CA-2021-000282,2021-08-16,2021-08-23,Standard Class,CUS-0113,Customer 98,Home Office,San Francisco,California,West,PROD-0282,Office Supplies,Labels,File Labels,493.12,5,0.2,139.37
CA-2023-000283,2023-01-22,2023-01-25,Same Day,CUS-0003,Customer 142,Home Office,Philadelphia,Pennsylvania,East,PROD-0283,Technology,Phones,Motorola,1546.65,3,0.3,585.71
CA-2023-000284,2023-01-05,2023-01-10,Same Day,CUS-0166,Customer 132,Home Office,San Diego,California,West,PROD-0284,Office Supplies,Storage,Storage Box,90.18,2,0.3,0.53
